TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;STATUS;LB;UB;GAP;TIME;NB_BNB;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Deterministic;Strategic Compact;Local Search;../data/instances/20bts_20schools500students100extracapa4000seed.txt;2;5;improv;0;1;1;5000;2;0.000000;689.000000;1.000000;2.000000;0.000000;680.274600;0.120597;22.000000;333.792400;152.140600;14.067000;4.321800;15.055400;
