TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;LB_1;UB_1;GAP_1;NB_BNB_1;STATUS;LB;UB;GAP;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;AVG_RANK_4_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Stochastic;Strategic Compact;Local Search;../data/instances/20bts_40schools500students100extracapa3000seed.txt;3;15;improv;0;1;100;5000;0.000000;684.330000;1.000000;0.000000;2;0.000000;694.717800;1.000000;5480.000000;5373.000000;10.000000;0.000000;0.000000;0.000000;695.592819;695.592819;0.000000;0.284673;0.284673;0;694.717800;0.284673;10.000000;346.966200;111.905200;40.573200;0.555400;3.992400;101.852400;
