TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;LB_1;UB_1;GAP_1;NB_BNB_1;STATUS;LB;UB;GAP;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Stochastic;Strategic Compact;Local Search;../data/instances/20bts_60schools500students100extracapa4000seed.txt;2;45;improv;0;1;100;5000;0.000000;668.560000;1.000000;0.000000;4;0.000000;670.750800;1.000000;28892.000000;28826.000000;5.000000;0.000000;0.000000;0.000000;671.259801;671.259801;0.000000;0.096327;0.096327;1;670.750800;0.096327;5.000000;344.299800;140.649600;15.050600;31.311000;91.371200;
