TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;LB_1;UB_1;GAP_1;NB_BNB_1;STATUS;LB;UB;GAP;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;AVG_RANK_4_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Stochastic;Strategic Compact;Cutoff Score;../data/instances/20bts_6schools50students100extracapa1000seed.txt;3;10;improv;0;1;50;5000;50.800000;53.280000;0.046547;1.000000;4;50.800000;53.540400;0.051184;28805.000000;28803.000000;0.000000;1.000000;0.000000;50.800000;53.608692;2.808692;0.000000;0.001734;0.001734;1;53.540400;0.001734;0.000000;46.607400;3.246200;0.145000;0.001400;0.469200;11.381600;
