TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;LB_1;UB_1;GAP_1;NB_BNB_1;STATUS;LB;UB;GAP;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;VAL_STOCH_SIMPLE;VAR_STOCH_SIMPLE;TIME_STOCH_SIMPLE;AVG_RANK_1_SIMPLE;AVG_RANK_2_SIMPLE;AVG_RANK_3_SIMPLE;AVG_RANK_4_SIMPLE;NB_ENTER_STRAT_SIMPLE;NB_IMPROV_STRAT_SIMPLE;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;AVG_RANK_4_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Stochastic;Strategic Simple;Cutoff Score;../data/instances/20bts_6schools50students100extracapa0seed.txt;3;3;improv;0;1;50;5000;59.620000;59.620000;0.000000;963.000000;2;59.620000;59.029600;-0.010002;1104.000000;1103.000000;1.000000;963.000000;0.000000;59.620000;59.142364;-0.477636;0.000000;0.004728;0.004728;0;59.029600;0.004728;1.000000;42.229400;6.670200;0.941800;0.158600;0.605400;5.222600;59.817200;0.005277;1.000000;41.516600;7.261400;1.110200;0.111800;0.456200;5.390200;
