TYPE;TRANSFORM;SOLVER;INSTANCE_FILE;MAX_RANK;MAX_SEAT;OBJ_TYPE;SEED;NB_PROBLEMS;NB_SCENARIOS;NB_TEST_SCENARIOS;LB_1;UB_1;GAP_1;NB_BNB_1;STATUS;LB;UB;GAP;TIME;TIME_LB;TIME_EVAL;NB_BNB;VAR_NB_BNB;STAT_LB;STAT_UB;STAT_GAP;VAR_LB;VAR_UB;VAR_GAP;NB_NOT_OPT;VAL_STOCH_SIMPLE;VAR_STOCH_SIMPLE;TIME_STOCH_SIMPLE;AVG_RANK_1_SIMPLE;AVG_RANK_2_SIMPLE;AVG_RANK_3_SIMPLE;AVG_RANK_4_SIMPLE;AVG_RANK_5_SIMPLE;NB_ENTER_STRAT_SIMPLE;NB_IMPROV_STRAT_SIMPLE;VAL_STOCH_STRAT;VAR_STOCH_STRAT;TIME_STOCH_STRAT;AVG_RANK_1_STRAT;AVG_RANK_2_STRAT;AVG_RANK_3_STRAT;AVG_RANK_4_STRAT;AVG_RANK_5_STRAT;NB_ENTER_STRAT;NB_IMPROV_STRAT;
Stochastic;Strategic Simple;Cutoff Score;../data/instances/20bts_6schools100students100extracapa2000seed.txt;4;15;improv;0;1;50;5000;103.280000;108.600000;0.048987;1.000000;4;103.280000;109.347200;0.055486;28810.000000;28806.000000;1.000000;1.000000;0.000000;103.280000;109.485469;6.205469;0.000000;0.007108;0.007108;1;109.347200;0.007108;1.000000;91.439400;7.822000;0.692200;0.044800;0.001600;1.359200;21.932600;110.064800;0.007929;3.000000;90.890600;8.217400;0.831200;0.058200;0.002600;1.427400;23.956800;
